0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
102835,102844,103411,103520,104120,104059,104126,104271,104162,104084,104373,104144,104197,104276,104361,104146,104180,104119,104096,104123,104265,104259,104056,104144,104170,104349,104072,104249,104037,104016,104201,104187,104056,104025,104189,104125,104006,104078,103848,160000,104021,103894,103881,103017,102930,103896,103994,104047,103977,104146,104250,104125,103900,104084,104146,104105,104233,104079,103896,104172,104028,103854,104067,104138,104024,104074,104033,104142,104089,104183,104022,103870,103881,104192,103983,75410
102834,102859,103431,104464,104113,104011,104163,104286,104217,104022,104273,104106,104081,104223,104188,104184,104165,104121,104058,104087,104209,104188,104057,104052,104190,104177,104144,104064,104018,104010,104158,104234,103998,103936,104164,104176,103951,104038,103680,104021,160000,103862,103888,103004,102904,103823,103991,104055,104049,104193,104153,104005,103988,104151,104060,104022,104200,104163,103908,104078,103945,103994,104156,104156,103950,104054,104117,104040,104103,104122,104032,103757,103891,104140,104021,75518
102737,102717,103250,103361,103949,103923,103929,104037,103983,103830,104063,103861,103995,103988,103991,104041,104062,103871,103793,104069,103942,104005,103796,103938,103954,104093,103932,103916,103766,103965,104031,103999,103768,103817,103975,103902,103827,104009,103489,103894,103862,160000,103652,102876,102956,103938,103886,103873,103720,103923,104020,103867,103787,103981,103998,103878,104053,103881,103874,103892,103913,103693,103942,104033,103662,104018,103914,103841,103925,103924,103913,103628,103632,103919,103814,75460
102506,102625,103183,103342,103926,103878,103967,104097,103816,103843,104147,103896,103902,104151,104056,103987,103911,103933,103857,103880,103935,104052,103838,103938,103937,104004,103996,103794,103747,103830,103884,103902,103768,103580,103872,103747,103814,103876,104139,103881,103888,103652,160000,102629,102782,103618,103806,103981,103713,103929,103967,103863,103576,103937,103932,103802,104030,103899,103772,104002,103690,103775,103905,103869,103728,103868,103796,103950,103973,104030,103811,103599,103536,103904,103779,75159
101654,101987,102303,102404,102941,102941,103099,103245,103086,102953,103318,102946,103094,103202,103106,103049,102991,102953,103117,102981,103181,103149,102932,103060,103128,103151,103016,103065,102974,102913,103091,103115,102960,102910,103053,102932,102712,103084,102469,103017,103004,102876,102629,160000,102540,102755,102844,103053,103000,103200,103141,103067,102798,103036,103113,102998,103135,103157,102865,102972,102758,102793,102970,103140,102827,103031,103058,103006,103058,103094,103078,102745,102378,103039,102870,74388
101658,101748,102549,102630,103029,103056,103007,103237,103047,102758,103372,103065,103230,103181,103058,103131,103087,102856,102932,102941,103178,103167,102870,103013,103074,103193,103041,103017,102880,102775,103102,103040,102839,102562,103143,103017,102706,102850,102582,102930,102904,102956,102782,102540,160000,102640,102856,103021,102872,103093,102985,103043,102863,103074,103021,103050,103059,102798,102708,103059,102988,102748,102959,103107,102853,103079,102890,102886,102990,102847,103014,102581,102766,103013,102995,73743
102588,102676,103098,103320,103858,103849,103948,103955,103862,103774,104035,103941,103822,103925,103966,103905,103898,103895,103789,103873,103890,103900,103873,103875,103959,103938,103887,103871,103729,103859,103827,103877,103795,103781,103935,103908,103756,103822,103537,103896,103823,103938,103618,102755,102640,160000,103666,103782,103732,103823,103918,103784,103552,103971,103898,103794,103896,103802,103741,103946,103767,103683,103834,103930,103616,103880,103819,103763,103862,103908,103753,103504,103680,103890,103660,75364
102813,102723,103379,103442,103988,103915,104099,104172,103997,103897,104200,104093,103994,104144,104119,104136,104004,104091,104024,103982,104013,104072,103904,103961,104018,104158,103967,104025,103943,103999,104067,104025,103882,103836,104012,104104,103929,103977,103562,103994,103991,103886,103806,102844,102856,103666,160000,104080,103986,103980,104033,103986,103865,104049,103961,103907,104107,103982,103822,104033,103936,103796,104031,103954,103801,103976,103957,103852,103964,104036,103890,103735,103704,104067,103812,75561
102877,102818,103309,103588,104025,103989,104166,104212,104100,104022,104385,104035,104098,104188,104212,104185,104213,104213,104050,104057,104149,104242,103972,104090,104217,104197,104115,104057,103986,104116,104174,104234,103975,103951,104145,104108,103948,104048,103732,104047,104055,103873,103981,103053,103021,103782,104080,160000,103855,104058,104118,104120,104034,104043,104133,104030,104209,104117,103898,104079,103988,103903,104028,104123,103912,103995,104060,104066,103996,104091,104116,103792,103778,104172,104108,75649
102754,102731,103269,103504,104025,103938,104119,104151,104011,103991,104191,104062,103985,104134,104126,104089,104015,104049,104012,103963,104042,104138,103922,104082,104054,104140,104001,104173,104038,103947,103929,104057,103869,103971,104034,104034,103916,103881,103540,103977,104049,103720,103713,103000,102872,103732,103986,103855,160000,104086,104050,103962,103870,104061,104045,104072,104092,103999,103724,103934,103872,103794,104081,104028,103856,103958,103960,103958,103978,104014,103960,103729,103703,104017,103903,75506
102870,102834,103464,103651,104198,104085,104299,104355,104317,104110,104317,104144,104135,104241,104317,104138,104141,104205,104193,104101,104315,104598,104098,104170,104175,104247,104222,104162,104130,104119,104147,104182,104086,103973,104097,104251,103957,104123,103602,104146,104193,103923,103929,103200,103093,103823,103980,104058,104086,160000,104223,104027,103908,104204,104179,103980,104336,104208,104032,104243,104032,104079,104124,104213,103990,104177,104170,104007,104124,104198,104089,103828,103935,104122,104003,75478
102923,102953,103531,103614,104204,104227,104217,104319,104272,104178,104406,104278,104230,104362,104316,104270,104161,104261,104183,104193,104269,104304,104076,104192,104283,104359,104237,104188,104099,104186,104199,104192,104124,104152,104254,104205,104214,104172,103816,104250,104153,104020,103967,103141,102985,103918,104033,104118,104050,104223,160000,104080,104050,104197,104154,104046,104263,104104,103984,104234,104060,104058,104152,104281,104088,104183,104170,104046,104168,104266,104133,103984,103814,104229,104023,75633
102862,102806,103338,103595,104094,104074,104133,104334,104108,103908,104320,104092,104126,104244,104271,104074,104146,104141,104080,104117,104033,104263,104015,104101,104157,104310,104005,104078,104028,104092,104190,104241,103955,103909,104040,104168,103905,104083,103755,104125,104005,103867,103863,103067,103043,103784,103986,104120,103962,104027,104080,160000,103868,104131,104140,104054,104199,104069,103838,104094,104052,103893,104027,104179,103874,104116,104058,104016,104047,104186,104041,103705,103752,104134,104011,75603
102736,102714,103229,103356,103976,103885,103989,104011,103966,103925,104075,104058,103971,104066,104008,103917,103897,104026,103860,103905,104042,104087,103967,103853,104061,104022,104049,103993,103919,103901,103951,103923,103758,103895,104028,104027,103933,103893,103525,103900,103988,103787,103576,102798,102863,103552,103865,104034,103870,103908,104050,103868,160000,104008,104062,103838,104017,103976,103784,103880,103799,103755,103921,103878,103733,103928,103950,103843,103908,103988,103808,103761,103736,104033,103881,75540
102867,102779,103390,103579,104156,104007,104199,104293,104247,104066,104338,104123,104136,104247,104270,104165,104128,104233,104140,104047,104154,104251,104106,104116,104232,104236,104202,104157,104112,104137,104240,104182,104083,103915,104231,104178,103974,104122,103727,104084,104151,103981,103937,103036,103074,103971,104049,104043,104061,104204,104197,104131,104008,160000,104198,104111,104210,104150,103937,104198,103979,103939,104162,104208,103877,104068,104083,103986,104173,104237,104104,103832,103843,104160,104059,75595
102894,102847,103376,103608,104161,104145,104248,104310,104297,104064,104395,104183,104329,104311,104240,104279,104225,104267,104206,104107,104278,104243,104140,104200,104191,104274,104188,104207,104151,104144,104137,104269,104097,104047,104222,104229,104186,104060,103712,104146,104060,103998,103932,103113,103021,103898,103961,104133,104045,104179,104154,104140,104062,104198,160000,104147,104246,104120,104068,104096,104023,104018,104179,104237,103954,104134,104163,104084,104146,104214,104104,103773,103818,104199,104158,75486
102754,102759,103374,103437,104037,103891,104172,104151,104054,104011,104270,104017,104134,104115,104149,104207,104059,104040,104009,103921,104107,104202,104016,104093,104079,104217,104005,104140,103992,104011,104107,104100,103908,103912,104157,104052,103987,103978,103744,104105,104022,103878,103802,102998,103050,103794,103907,104030,104072,103980,104046,104054,103838,104111,104147,160000,104073,104034,103780,104151,103879,103804,104062,104063,104032,103929,104014,104059,103985,104073,103952,103807,103800,104064,103925,75541
103038,102987,103546,103691,104237,104222,104254,104396,104333,104148,104389,104262,104294,104363,104454,104315,104289,104255,104163,104191,104299,104301,104169,104240,104287,104351,104206,104299,104108,104162,104251,104264,104189,104107,104192,104259,104082,104293,103799,104233,104200,104053,104030,103135,103059,103896,104107,104209,104092,104336,104263,104199,104017,104210,104246,104073,160000,104199,104111,104194,104073,104092,104304,104230,104065,104152,104092,104101,104218,104337,104099,103860,103991,104299,104077,75619
102863,102823,103443,103459,104104,104105,104203,104317,104148,103927,104237,104129,103990,104144,104279,104113,104164,104149,104116,104004,104139,104228,104010,104120,104177,104138,104124,104117,103980,104004,104160,104132,103976,103992,104136,104047,104099,104119,103697,104079,104163,103881,103899,103157,102798,103802,103982,104117,103999,104208,104104,104069,103976,104150,104120,104034,104199,160000,103906,104154,103969,103909,104069,104157,103940,104008,104045,104037,104016,104140,104027,103836,103916,104044,104049,75572
102744,102807,103340,103443,103990,104010,104026,104134,104057,103817,104206,103991,103992,104081,104052,104057,103952,103985,103951,103990,104037,104089,103925,104016,104132,104074,104043,103947,103835,103930,103999,104140,103946,103940,103937,104005,103884,103994,103532,103896,103908,103874,103772,102865,102708,103741,103822,103898,103724,104032,103984,103838,103784,103937,104068,103780,104111,103906,160000,103917,103873,103806,103969,104072,103752,103993,104086,103872,103945,103943,103965,103784,103664,104001,104087,75478
102857,102883,103375,103649,104127,104145,104203,104191,104124,104102,104443,104099,104187,104154,104371,104239,104128,104127,104124,104094,104093,104290,103998,104219,104243,104241,104043,104118,104039,104022,104195,104144,104051,104001,104100,104220,104080,103965,103730,104172,104078,103892,104002,102972,103059,103946,104033,104079,103934,104243,104234,104094,103880,104198,104096,104151,104194,104154,103917,160000,104000,103897,104112,104184,103990,104021,104032,104060,104126,104149,104032,103858,103805,104128,104026,75538
